body,idPrestataire,isRead,title,idTransaction,updatedAt,uid,createdAt
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182554,uSX4cqvvzzYg0G1s3ow4PgQOsJF3,1714834182554
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182505,okg5AzCww1aukFXeSck7BYjkQm92,1714834182505
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407184,p3K1MrGhcHXnbj5PGPmArl5flPo1,1714834407184
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182489,B4GO2KPIJjYcP4sFdcDk5MLYYwQ2,1714834182489
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182532,siK5yZlW7reziJHcisTjPzj9iOt1,1714834182532
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407156,VI8b1R09sxWXgS6ASxLlar32p8g1,1714834407156
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182547,Z6ugaHEyA7aQQx0j1Zu1xMBY93B3,1714834182547
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407159,lb4uqU4gsDNlP5pqzaeMpjxBzUI3,1714834407159
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182548,mY6DMUGLKWfGh4gSUYlGK2ODXiH2,1714834182548
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182561,8jTrdm3t3lUXZUSjGqMqPjKXCPH2,1714834182561
Vous avez reçu une DEMANDE de paiement,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Demande de kamssu,4G5Sz9LAZOtjqrmBNJD61706719509508,1706723787542,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706719516935
Vous avez reçu une DEMANDE de paiement,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Demande de kamssu,d4AskWqh3gDBE4U0aroQ1709473027471,1709473079201,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709473034395
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182542,C4ZODIGrh0NvMY5ryOd7DkND7zp1,1714834182542
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407122,pIPpjDROM8SgxdXetRDHJfb77sm2,1714834407122
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407150,Yr4paexnTfgG6yAdmIo5uth6Ydx1,1714834407150
Vous avez reçu une DEMANDE de paiement,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Demande de kamssu,uhphFOpXJwIwecvsgRn41706710793918,1706715951282,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1706710801317
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1714983519939,VulbuFlwrTdFHxGh5d7aSZ9y17c2,1714834407095
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407189,Cyt537yXF6MFv8y1PbCbeZsoMgV2,1714834407189
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,9oD5opqsjjvyMH2F1pvF1709472887491,1709474300753,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709473989525
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182543,UEDodi0eAIQJOWU29At4MV5UolQ2,1714834182543
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182487,A18CtzAekXhfrb58J69m7fotjDa2,1714834182487
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182516,ZTirGiRrrKVxtRUNl4lJyMle1SA2,1714834182516
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1714835943069,aFVz0Ipjs9bs1ll0n8ZTyS2PxYk1,1714834407098
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407166,1Wrun8XqrDMtnIjMbuTamEWCW7P2,1714834407166
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407201,X2qwknntL0S7FO1edTfIxUtcHux1,1714834407201
L'équipe Dhoola vous souhaite un excellent week-end!,,True,Bon Week-end ,,1718263728273,91jiHjITgfaXDFU7Yx0E5qfHpWl1,1714834407148
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182547,oRLPdRkbX9hWfiliXG8ptDk9yXl1,1714834182547
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182538,p2WUlaMUTKg8Vo7f2EXf3FrwyJ62,1714834182538
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407170,eTcVFgkfgWbral2wlN32IYH3RXq2,1714834407170
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407155,JSGs3KaZpNetp0MDBfEjj9Hih313,1714834407155
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407187,YctqUwojEPWwwNMKtgByl1JsAbU2,1714834407187
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407108,BGoq8JPWdJeJekVXxGqEysW6FG23,1714834407108
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407093,dKZOfQ9qRmca3RSxyRqP4ycxclS2,1714834407093
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407101,dXpQW4JUA0YEAcBkuqhEJVVhzd12,1714834407101
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182556,9PYQsDv4i5hDxPsbT2YlQx3G7t02,1714834182556
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182526,Q9NdjueF2uYWoUSwVaP058uxZMl1,1714834182526
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,U3wjbFBA9PSHX1TITFub1720107034830,1720110877357,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1720110488692
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407164,3djUalkHdbTPPUi0csatCja9qsL2,1714834407164
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182553,fTvnA4g1sXehYEk3Al6cZIpRd0G3,1714834182553
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182556,fDy9e2CU47S4bNNMloTgeM65yCI3,1714834182556
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407158,wxCbWFyFGySEo7m4BvY7yn92Ox32,1714834407158
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407165,mY6DMUGLKWfGh4gSUYlGK2ODXiH2,1714834407165
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182523,4liWB7k4dLaAuNUJp9ZRTZw4wBy2,1714834182523
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407201,og5XRTaPkgcI6RZlTUpqw261thc2,1714834407201
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407158,B0rJMaKPaqWAs7z4TvjR7vC1REv1,1714834407158
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182547,UH9Z9YeAILPtDY9HeWlr91ho6Jc2,1714834182547
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182488,rdBb4fYVQgamENei7mbw3U2MHVS2,1714834182488
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407183,ywi3jW6NnLarKRpwVSSc9jRFUGR2,1714834407183
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407151,1q0hJVlJdURWdi5rVEw6jqJqTlF2,1714834407151
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182548,rgGho6ERHCT01CoopmUYpLWGkpX2,1714834182548
Visitez votre application afin de découvrir nos nouveaux Prestataires.,,True,Nouveaux Prestataires,,1714834345750,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714834318315
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407102,Q9MefuaENmNHIUHR91TlMwJIYFD3,1714834407102
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182554,Mot8NzVcLPZtgFgxAwyOf6gJwZz2,1714834182554
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407099,0i8fNMxuaCZGQUYwnl1TPOmYhnj1,1714834407099
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407149,6ZNxF75PEfcYlIcrbhqZhIgMCu43,1714834407149
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182546,TSzzmXZWcMfY2YiGLo06QFCBHRq2,1714834182546
Visitez votre application afin de découvrir nos nouveaux prestataires.,,True,Nouveaux Prestataires,,1715886221999,uAncaFrlwHdOlav3P7h4cAm3bMJ3,1714834182545
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182489,ZQPSxEPJgSPfgLSKYPDMDm32hvN2,1714834182489
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182554,X2qwknntL0S7FO1edTfIxUtcHux1,1714834182554
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,cjf9Uws3k4MSpoOODNwo1709475267219,1709495200536,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709495110591
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407193,P37Qo3YgGxeEHpKjfUMxvmMWZQS2,1714834407193
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182551,is374p6NnHNF6Xu4obrSYzCYZTc2,1714834182551
Transaction REJETÉE par le Payeur,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La transaction a été REFUSÉE par NGANDEU,NCWQsPiihqG4jPSJmwTV1709549397881,1709579698777,914umpyeZkY5lglo8KGumeZWF002,1709549512541
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407105,M6DolI750AYlhOoWNCQSNV2WQqt2,1714834407105
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182540,PlcvDibwhoOUMgAfAs85NB1ReMZ2,1714834182540
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182549,QJX9OC1JOlUvBqd9sJW4aU3jzNh1,1714834182549
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182550,0v4NjLtqu6UsEq4i5X49SeyieVC2,1714834182550
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182491,0i8fNMxuaCZGQUYwnl1TPOmYhnj1,1714834182491
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407196,fTvnA4g1sXehYEk3Al6cZIpRd0G3,1714834407196
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407130,7g0c4mzhTSXCCeghEpgPFA3wOx92,1714834407130
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407156,e1x0G6iwqAQmHKTUkHAGNwlt8QW2,1714834407156
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,BUxyFTLsg4NYgIn7L2at1714832101654,1715786639423,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715786619053
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182550,RJIXvvY4CgcTVuOwekca7JdvIt03,1714834182550
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182548,Db9KxayTjCfDP844Uf954flxXMy2,1714834182548
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182551,Cyt537yXF6MFv8y1PbCbeZsoMgV2,1714834182551
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182549,YLOvSG04IQXOFciNja729zGkl6r2,1714834182549
Visitez votre application afin de découvrir nos nouveaux prestataires.,,True,Nouveaux Prestataires,,1718263728273,91jiHjITgfaXDFU7Yx0E5qfHpWl1,1714834182544
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182548,9n7mQe8oUnWviUuuKuDeni34dwA3,1714834182548
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407183,BRZu7z0nZNRfT8NzY7FZumKxMWM2,1714834407183
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407104,jwP3YakvrWTYIknNoYHb6rDsU263,1714834407104
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182550,KRj56anOQxOg8SepVKlI0lbcJdc2,1714834182550
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182545,qyHAbRJIqnhCxTvPhLDABm6fDzW2,1714834182545
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407207,khNfXYeYQvbNJROSNr5bgKnp3w72,1714834407207
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407108,XXcz9BaBsMf51cMg6ZzhatSMPoi2,1714834407108
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182539,soZ6mSUGmpRSFUbBPuqtQJ2P4R82,1714834182539
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182499,texfjQ9i92hoVnTRxxgcPCh5trH3,1714834182499
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182551,RuDBuAxa6xZdZE0GLeMGqZqchsO2,1714834182551
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407154,vTXv1CGFmNZy9lQOOMKMj0tkZxh2,1714834407154
Visitez votre application afin de découvrir nos nouveaux prestataires.,,True,Nouveaux Prestataires,,1716536306603,OFfw0tOPqLfFbMCfwNoVYcxKNJf1,1714834182509
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407096,8qkUq2BhAIRjjvvHEKtG3s9Y8OG3,1714834407096
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182500,0WGlMRo5SQaDSH5LB0bYBZOpDdh1,1714834182500
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407107,0WGlMRo5SQaDSH5LB0bYBZOpDdh1,1714834407107
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182553,dK6e7kwuK5c5eBbpFEMk6JsOJO92,1714834182553
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182487,5yMRNzRTNSN5Wk09vFZw9Y8cQ7k2,1714834182487
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407157,7fgHj1w4b9WylA4g92AA8DD25Cq1,1714834407157
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182495,GjBx95riQnTtpAMxKqhMKOa8uos2,1714834182495
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182487,6Yh0QVPab9SgP4SzNEIna1mzesB3,1714834182487
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,G84A9GyQH2I0X8VSrsyN1715788830980,1715789981886,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1715788977931
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182553,KVQMPv8IWNTpQhxe6lgwoZUu6Rt2,1714834182553
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407140,q6SenbWTzoT21nttGyrHxQecyNm1,1714834407140
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407142,6O0qnS0xt0TQ25jZyzflx5KbT423,1714834407142
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407128,fqxyfrXKu3SGJtTtIeHKHYHdTpt1,1714834407128
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407202,bAAztgEFNTco5zFbXM8Y7wZnWfP2,1714834407202
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182547,hRPAE445dFdKvqBsssHHiA7Yj0K2,1714834182547
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182549,46eNyoDGCqZ5lM87sOIl9JffaFq2,1714834182549
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407189,rrGuub1URTQixhbKC69qAItcUYI2,1714834407189
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182486,sGOD7fOaniTtCXc16nSRvqNtTmt2,1714834182486
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407191,GLOi2DWR7seNFkuttoWH3m78CX12,1714834407191
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182561,v7tJyyg4QnSfQRw1bQM9pFM6spY2,1714834182561
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182551,bRyEs4fJCxUCJnh0rphWbVepxZm1,1714834182551
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182500,XXcz9BaBsMf51cMg6ZzhatSMPoi2,1714834182500
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182539,6O0qnS0xt0TQ25jZyzflx5KbT423,1714834182539
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182551,GLOi2DWR7seNFkuttoWH3m78CX12,1714834182551
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407207,fDy9e2CU47S4bNNMloTgeM65yCI3,1714834407207
Vous avez reçu une DEMANDE de paiement,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,Demande de kamssu,1Vv4z1DsYsnvfya13THS1714827782236,1714827952455,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1714827796187
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182534,J3AFb762XOZb0BokikK4B3pq1xt1,1714834182534
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,HAIehgFGuM0Wzg6KgTx61715951345414,1719478559536,914umpyeZkY5lglo8KGumeZWF002,1715952625691
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182487,0BTdhYq8NkaNOYIDvy4lhRcVime2,1714834182487
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,TvxbAf6QXq03OYr5j4ii1709553075052,1709555288931,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709553183092
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,xiDAyGPF2yseGScG4PM41709549862401,1709550882519,z5Vl3tUSRgalHfSho6JFNkpjxpn1,1709550802983
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182552,F93VA2y5FxMMJ3dH72lCvPxPwrH3,1714834182552
Transaction REJETÉE par le Payeur,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La transaction a été REFUSÉE par NGANDEU,It4axTW4zBTsWSoENMIy1715764904362,1715786525024,914umpyeZkY5lglo8KGumeZWF002,1715765873635
Visitez votre application afin de découvrir nos nouveaux prestataires.,,True,Nouveaux Prestataires,,1716534655329,NaPJhyyglGO5W5en9C6P4BoUXof2,1714834182543
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407149,67b8CsKmJtQbKYVCVj51TCOv6f53,1714834407149
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407187,xHTZVS7jxEezQqI8yHkhHHmn6S13,1714834407187
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407188,RuDBuAxa6xZdZE0GLeMGqZqchsO2,1714834407188
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182533,NZfnMAMd7Jb13ZbRifjzV46ECzD2,1714834182533
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182509,3TrbbY1nlzc5RETzP3uDg3hKdXf1,1714834182509
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182556,kcl3pRyRdwPwKAKlgCCdycoiCy62,1714834182556
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407198,dK6e7kwuK5c5eBbpFEMk6JsOJO92,1714834407198
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,1Vv4z1DsYsnvfya13THS1714827782236,1714836005581,914umpyeZkY5lglo8KGumeZWF002,1714835588922
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182520,7e0mqNN6SlS2ar8X3Q41hFOiHxJ3,1714834182520
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182544,Yr4paexnTfgG6yAdmIo5uth6Ydx1,1714834182544
Transaction FINALISÉE par le Prestataire,Tlrhkqe7OcYuLE8Zr3wZ7WSTTnj1,True,La prestation a été REALISÉE par le prestataire HOUSE INNOVATION/IT SERVICES/DOUALA,uOekcgQLKxORtGK11N3m1710782054941,1712853285462,SF41IxDyM4RSbTEsLNV1TP7JhdE2,1712672052152
Visitez votre application afin de découvrir nos nouveaux prestataires.,,False,Nouveaux Prestataires,,1714834182541,Ul0IgJ50SlgwIzQDKi2QUYliOYz1,1714834182541
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407206,kcl3pRyRdwPwKAKlgCCdycoiCy62,1714834407206
L'équipe Dhoola vous souhaite un excellent week-end!,,False,Bon Week-end ,,1714834407168,ijZUBpWusXPWUzFFeNxXIeGEl3Q2,1714834407168
